t_Android;t_unix;x;y;z;0;a
126929192982278;1764844873151;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929202930559;1764844873151;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929212883684;1764844873155;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929222829205;1764844873175;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929232764882;1764844873175;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929242697694;1764844873201;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929252646861;1764844873201;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929262596444;1764844873204;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929272540090;1764844873214;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929282891913;1764844873224;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929292409986;1764844873250;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929302354361;1764844873250;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929312309048;1764844873253;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929322246236;1764844873275;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929331991392;1764844873275;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929342117590;1764844873301;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929352087069;1764844873301;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929362027225;1764844873305;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929371989465;1764844873325;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929381902121;1764844873325;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929391838632;1764844873350;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929401789309;1764844873350;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929411726757;1764844873354;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929421687850;1764844873364;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929431612746;1764844873373;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929441552382;1764844873399;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929451506080;1764844873399;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929461445298;1764844873402;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929471023892;1764844873412;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929481342903;1764844873423;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929491262278;1764844873449;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929501195559;1764844873449;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929511148632;1764844873452;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929521099100;1764844873470;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929531073059;1764844873472;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929540973267;1764844873498;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929550924361;1764844873498;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929560874100;1764844873504;-0.2519894;0.17737842;-0.09767914;0.94630706;3
